Unnamed: 0,JB_review,ACT_ID,ACT_cnt,Rep_ID,Rep_cnt,ACT_text,ACT_text_normalised,rep_text,Rep_text_normalised,ACT_text_notes,reply category,JB reply category,reply support,JB reply support,reply abusive,JB reply abusive,rep_text_notes
5601,Priority,1486404404668469255,ACT_2394,1486411416051634181,reply_1,Stop passing you bozo @MoSalah,Stop passing you bozo [PLAYER1],@MoSalah congrats now stop passing to these guys,[PLAYER1] congrats now stop passing to these guys,,disagrees_with_the_post,agrees_with_the_post,no,no,no,no,
5619,Priority,1479104210687852553,ACT_2411,1479123605623435267,reply_1,I'll pay for your hair transplant myself if you just fuck off now @CenkTosun_ 👍🏻,I'll pay for your hair transplant myself if you just fuck off now [PLAYER1] 👍🏻,@JoeForde17 @CenkTosun_ Think he’s affording that quite comfortably thanks to are board,[USER1] [PLAYER1] Think he’s affording that quite comfortably thanks to are board,,agrees_with_the_post,agrees_with_the_post,no,no,no,no,
6016,Priority,1490823462608601090,ACT_2599,1490825573899243521,reply_1,Me n my dawg say FUCK YOU @KurtZouma https://t.co/5MjKx2Furv,Me n my dawg say FUCK YOU [PLAYER1] [URL],@Brooklen_W @KurtZouma they are some wet ass shoes,[USER1] [PLAYER1] they are some wet ass shoes,,disagrees_with_the_post,disagrees_with_the_post,no,no,no,no,
6029,Priority,1490947718457425923,ACT_2606,1490951995930611716,reply_1,That’s how you treat a 🐈 @KurtZouma you vile individual 🤬 https://t.co/UogEu8HNSP,That’s how you treat a 🐈 [PLAYER1] you vile individual 🤬 [URL],@rey_qur @KurtZouma What a beauty!,[USER1] [PLAYER1] What a beauty!,,agrees_with_the_post,other,no,no,no,no,
6149,Priority,1441766127034675202,ACT_2629,1441766346878963719,reply_1,"Absolute bag of shite @ManUtd 
 If anyone thinks by having @Cristiano we’re gonna win titles then get your head from out of your arse!
 It’s a team effort and shouldn’t be on the shoulders of him.
 More than likely Chelsea,Man City or Liverpool would of beaten them comfortably","Absolute bag of shite [CLUB] If anyone thinks by having [PLAYER1] we’re gonna win titles then get your head from out of your arse! It’s a team effort and shouldn’t be on the shoulders of him. More than likely Chelsea,Man City or Liverpool would of beaten them comfortably",@HowardDonald @ManUtd @Cristiano Poo bag you lost......,[USER1] [CLUB] [PLAYER1] Poo bag you lost......,,other,agrees_with_the_post,no,no,no,no,
6201,Priority,1492565876524023809,ACT_2650,1492569414008557570,reply_1,@dele_official @EvertonNewsFeed Filthy. https://t.co/jr9mNEf9xt,[PLAYER1] [USER1] Filthy. [URL],@Mike1878_ @Bluenose1878_ @dele_official @EvertonNewsFeed 👀😮wow,[USER1] [USER2] [PLAYER1] [USER3] 👀😮wow,,other,other,no,no,no,no,
6228,Priority,1466557234020716544,ACT_2663,1466557556923371520,reply_1,"@B_Fernandes8 @Killerbeeamani Get out of this club you snakey rat, awful footballer","[PLAYER1] [USER1] Get out of this club you snakey rat, awful footballer",@TranquiiIIIo @B_Fernandes8 Never change man😂,[USER1] [PLAYER1] Never change man😂,,other,agrees_with_the_post,no,no,no,no,
6373,Priority,1428411137490669575,ACT_2752,1428433893473103882,reply_1,.@IngsDanny this is called loyalty to your boyhood club you fucking rat https://t.co/X3084287iL,.[PLAYE1R] this is called loyalty to your boyhood club you fucking rat [URL],@_jozzerboy @IngsDanny Club legend,[USER1] [PLAYER1] Club legend,,disagrees_with_the_post,agrees_with_the_post,no,no,no,no,
6387,Priority,1473691298100088832,ACT_2761,1473697227071705098,reply_1,I never liked you anyways. @FerranTorres20,I never liked you anyways. [PLAYER1],@thelordkeepyou @FerranTorres20 You rn: https://t.co/EC2qp4elpA,[USER1] [PLAYER1] You rn: [URL],,other,other,no,no,no,no,
6630,Priority,1437849092445466625,ACT_2884,1437849803749146625,reply_1,Fu*king @JesseLingard !!!🤯👎🏿,Fu*king [PLAYER1] !!!🤯👎🏿,@Kusmi96 @JesseLingard Tolol bener,[USER1] [PLAYER1] Tolol bener,,other,other,no,no,no,no,
6659,Priority,1473800948703236098,ACT_2902,1473802815294291968,reply_1,@Madders10 @LCFC Absolutely shite Tory loving scumbags,[PLAYER1] [CLUB] Absolutely shite Tory loving scumbags,@fitzy2019 @Madders10 @LCFC Tory Loving???,[USER1] [PLAYER1] [CLUB] Tory Loving???,,disagrees_with_the_post,disagrees_with_the_post,no,no,no,no,
6753,Priority,1504131543912095755,ACT_2956,1504131640158736398,reply_1,"Get the fuck out of this club and focus on your PR stunts and your career as an author knobhead 
 @MarcusRashford 
 

 Hope this helps",Get the fuck out of this club and focus on your PR stunts and your career as an author knobhead [PLAYER1] Hope this helps,@MikeLUHG2 @MarcusRashford Rashford thread mike???? https://t.co/jvxbZ1GYqQ,[USER1] [PLAYER1] Rashford thread mike???? [URL],,disagrees_with_the_post,disagrees_with_the_post,no,no,no,no,
6794,Priority,1472660060170067979,ACT_2979,1472688000299585545,reply_1,@HKane @SpursOfficial 💩💩💩💩 https://t.co/9ejEJk4l9N,[PLAYER1] [CLUB] 💩💩💩💩 [URL],@VirgilVanDijjk @HKane @SpursOfficial Red Harry,[USER1] [PLAYER1] [CLUB] Red Harry,,other,other,no,no,no,no,
6926,Priority,1495022503919562754,ACT_3052,1495022658018234370,reply_1,Ugly ugly freak @EmilKrafth,Ugly ugly freak [PLAYER1],@cam_nufc @EmilKrafth too funny he hasn’t touched twitter in years look at his bio,[USER1] [PLAYER1] too funny he hasn’t touched twitter in years look at his bio,,other,disagrees_with_the_post,no,no,no,no,
6978,Priority,1489735664815988739,ACT_3090,1489742026103042052,reply_1,"Manchester United will never be a serious trophy contender with @MarcusRashford and Anthony Martial as strikers. One garbage is out of the club, get rid of the other GARBAGE @ManUtd! 🤮🤮🤮","Manchester United will never be a serious trophy contender with [PLAYER1] and Anthony Martial as strikers. One garbage is out of the club, get rid of the other GARBAGE [CLUB]! 🤮🤮🤮",@Carassco_ @MarcusRashford @ManUtd Won the fa cup and Europa with both,[USER1] [PLAYER1] [CLUB] Won the fa cup and Europa with both,,disagrees_with_the_post,disagrees_with_the_post,no,yes,no,no,
7023,Priority,1457125884083720203,ACT_3125,1457162450567041027,reply_1,@D_DeGea @ManUtd How!!!!!🤬😡🤬😡🤬😡🤬😡😡 I don’t want to see you on the field again 😡😡😡 https://t.co/OvagZ3h23I,[PLAYER1] [CLUB] How!!!!!🤬😡🤬😡🤬😡🤬😡😡 I don’t want to see you on the field again 😡😡😡 [URL],@876Brapo @D_DeGea @ManUtd Who are you referring to? If it’s de gea your cracked off your mind but if it’s Shaw and Maguire then you have every right to be upset at them since Shaw should’ve kicked the ball away,[USER1] [PLAYER1] [CLUB] Who are you referring to? If it’s de gea your cracked off your mind but if it’s Shaw and Maguire then you have every right to be upset at them since Shaw should’ve kicked the ball away,,other,disagrees_with_the_post,no,no,no,no,
7037,Priority,1465064173654757387,ACT_3126,1465069032357437443,reply_1,@Calteck10 @rocksonbaduor You deserve some beatings https://t.co/lqRwo2eajt,[PLAYER1] [USER1] You deserve some beatings [URL],"@kwaku_majesty_ @Calteck10 @rocksonbaduor He has never been good, don’t know why Ghana is all over him","[USER1] [PLAYER1] [USER2] He has never been good, don’t know why Ghana is all over him",,disagrees_with_the_post,agrees_with_the_post,no,no,no,no,
7103,Priority,1491130645971890176,ACT_3166,1491132250473504768,reply_1,Fuck off @KurtZouma https://t.co/1IjvmK48ny,Fuck off [PLAYER1] [URL],@abhishk07 @KurtZouma My man,[USER1] [PLAYER1] My man,,disagrees_with_the_post,agrees_with_the_post,no,no,no,no,
7472,Priority,1432416834028965900,ACT_3353,1432441621480677376,reply_1,@MarcusRashford @FareShareUK @TrussellTrust This nigga casually in Air Diors @Twelvy_Twelvy,[PLAYER1] [USER1] [USER2] This nigga casually in Air Diors [USER3],@Rupertcrack @MarcusRashford @FareShareUK @TrussellTrust Left am abi plenty money … u take air diors to dr Mensah warehouse… kwasia Guy,[USER1] [PLAYER1] [USER2] [USER3] Left am abi plenty money … u take air diors to dr Mensah warehouse… kwasia Guy,,other,other,no,no,no,no,
7692,Priority,1431976938667642885,ACT_3467,1431986625265950723,reply_1,Kane yellow. Fk off @HKane https://t.co/zwZekfJGdv,Kane yellow. Fk off [PLAYER1] [URL],@Spurgt1234 @HKane Siuuuu,[USER1] [PLAYER1] Siuuuu,,disagrees_with_the_post,other,no,no,no,no,
7875,Priority,1446201845521735684,ACT_3579,1446202572067545090,reply_1,You’re taking 35 foot screamers down 2-0 in a must win ur moms a hoe @paulpogba,You’re taking 35 foot screamers down 2-0 in a must win ur moms a hoe [PLAYER1],@ILuxord @paulpogba sadly he’s been one of the best players for france and has no help so he’s going to grind out comp clips,[USER1] [PLAYER1] sadly he’s been one of the best players for france and has no help so he’s going to grind out comp clips,,agrees_with_the_post,disagrees_with_the_post,no,no,no,no,
7894,Priority,1455272820376850432,ACT_3591,1455274621666832394,reply_1,@FPellistri07 @bashy_mc look your a dog nonce like Pellistri,[PLAYER1] [USER1] look your a dog nonce like Pellistri,@CaptainFr4n @FPellistri07 Imagine a triple buggy 😍,[USER1] [PLAYER1] Imagine a triple buggy 😍,,agrees_with_the_post,other,no,no,no,no,
8052,Priority,1428774844171268103,ACT_3693,1428775136765923329,reply_1,@CFCTM10 @BodeiCfc @Arsenal @AaronRamsdale98 Says racist fc bore off you clown,[USER1] [USER2] [CLUB] [PLAYER1] Says racist fc bore off you clown,@arsenal_25 @BodeiCfc @Arsenal @AaronRamsdale98 Enjoy relegation 🤫,[USER1] [USER2] [CLUB] [PLAYER1] Enjoy relegation 🤫,,agrees_with_the_post,disagrees_with_the_post,no,no,no,no,
8058,Priority,1476670807732625415,ACT_3697,1476671403814494217,reply_1,Fix up man you shit guy @MarcusRashford,Fix up man you shit guy [PLAYER1],@Rkbldn @MarcusRashford Rashy on the bench currently seeing this tweet and asking how LOOOOOOOOOL,[USER1] [PLAYER1] Rashy on the bench currently seeing this tweet and asking how LOOOOOOOOOL,,other,agrees_with_the_post,no,no,no,no,
8703,Priority,1433515832206893062,ACT_4090,1433516922830835713,reply_1,@iamwilsonrobbo @ChelseaFC @RomeluLukaku9 @TimoWerner Shutup.,[USER1] [CLUB] [USER2] [PLAYER1] Shutup.,@Sam1905____ @ChelseaFC @RomeluLukaku9 @TimoWerner Yeah he's back into the starting 11 in the national team. What's wrong with that?,[USER1] [CLUB] [USER2] [PLAYER1] Yeah he's back into the starting 11 in the national team. What's wrong with that?,,disagrees_with_the_post,disagrees_with_the_post,no,no,no,no,
10518,Priority,1432825213838823427,ACT_4418,1432830973138309124,reply_1,@Daniel_James_97 @LUFC The banter at them chanting you’re too shit for Leeds. https://t.co/y7gVU940sR,[PLAYER1] [CLUB] The banter at them chanting you’re too shit for Leeds. [URL],@actuallyamjooby @Daniel_James_97 @LUFC Man united fans were burning ronaldo shirts the other day,[USER1] [PLAYER1] [CLUB] Man united fans were burning ronaldo shirts the other day,,disagrees_with_the_post,disagrees_with_the_post,no,no,no,no,
11953,Priority,1482457119341355014,ACT_4985,1482460955539873803,reply_1,@GWijnaldum @PSG_inside dina you dare get subbed aff or ul fuck oor coupon nd al hae ti fuck we you.. uv been warned!,[PLAYER1] [USER1] dina you dare get subbed aff or ul fuck oor coupon nd al hae ti fuck we you.. uv been warned!,@GWijnaldum @PSG_inside I WARNED YOU.. LOCK UR DOORS HIDE THE BAIRNS CAUSE AM CUMIN FOR YI AND AM COMING IN HOT AND HARD!!,[PLAYER1] [USER1] I WARNED YOU.. LOCK UR DOORS HIDE THE BAIRNS CAUSE AM CUMIN FOR YI AND AM COMING IN HOT AND HARD!!,,disagrees_with_the_post,other,no,no,yes,yes,
11955,Priority,1472713708992405505,ACT_4987,1473228934493913088,reply_1,@sterling7 @ManCity Shit player,[PLAYER1] [CLUB] Shit player,@Didier_kad @sterling7 @ManCity Like your ‘jaw line’ https://t.co/copNChfCIG,[USER1] [PLAYER1] [CLUB] Like your ‘jaw line’ [URL],,disagrees_with_the_post,disagrees_with_the_post,no,no,no,no,
11965,Priority,1489850620865650690,ACT_4995,1489859105640624128,reply_1,@MarcusRashford Hahaha fuck off you,[PLAYER1] Hahaha fuck off you,@tvs_los @MarcusRashford Penalty fluffers of the world unite,[USER1] [PLAYER1] Penalty fluffers of the world unite,,disagrees_with_the_post,agrees_with_the_post,no,no,no,no,
12019,Priority,1450407109376491521,ACT_5025,1450407961919213577,reply_1,"Immediately they gave him that number 10 and encouraged him to start shooting,I know things like this will happen, hey @emilesmithrowe stop killing the flow you prat..","Immediately they gave him that number 10 and encouraged him to start shooting,I know things like this will happen, hey [PLAYER1] stop killing the flow you prat..","@emeka_ozubulu @emilesmithrowe I thought odegaard would get that number
 

 That ball just need One touch and a pass to Saka",[USER1] [PLAYER1] I thought odegaard would get that number That ball just need One touch and a pass to Saka,,disagrees_with_the_post,agrees_with_the_post,no,no,no,no,
12021,Priority,1502314615820234760,ACT_5027,1502315163092987904,reply_1,"Leeds fans-
 ""Tyrone mings is fucking shit""
 

 *Aston villa wins 3-0*
 

 @OfficialTM_3- https://t.co/MI2YAU8ej8","Leeds fans- ""Tyrone mings is fucking shit"" *Aston villa wins 3-0* [PLAYER1]- [URL]",@LauraemilyWall @OfficialTM_3 😂😂 Really did have the last laugh,[USER1] [PLAYER1] 😂😂 Really did have the last laugh,,other,agrees_with_the_post,no,no,no,no,
12893,Priority,1491550653868613635,ACT_5387,1491551284012503041,reply_1,@JackGrealish @Keinan @NFFC Go away https://t.co/MyB1PVSc4h,[PLAYER1] [USER1] [USER2] Go away [URL],@ViIlaI_ @JackGrealish @Keinan @NFFC This is some beta energy fr bro let man be happy for his brother. This is like standing up at someone's birthday party and making noise because you feel a ways 🤣,[USER1] [PLAYER1] [USER2] [USER3] This is some beta energy fr bro let man be happy for his brother. This is like standing up at someone's birthday party and making noise because you feel a ways 🤣,not so abusive,agrees_with_the_post,disagrees_with_the_post,no,no,no,no,
12966,Priority,1485031574517264386,ACT_5423,1485033340088602630,reply_1,"SIMILAR PLAYER 😂😂😂😂😂
 

 @_DeclanRice is in a league of his own you fucking twat.
 

 You don’t deserve him. If he chooses wisely, he’ll go on to win everything in football 👍🏼","SIMILAR [PLAYER1] 😂😂😂😂😂 [PLAYER2] is in a league of his own you fucking twat. You don’t deserve him. If he chooses wisely, he’ll go on to win everything in football 👍🏼","@The_BoleynBoys @AdamNFTV @_DeclanRice That lad used to be a Forest fan. Thought he already played for a ""united"". Arrogant twats think they are the only one. They are Newton Heath end of story. Rice is too good for them.","[USER1] [USER2] [PLAYER1] That lad used to be a Forest fan. Thought he already played for a ""united"". Arrogant twats think they are the only one. They are Newton Heath end of story. Rice is too good for them.",,agrees_with_the_post,agrees_with_the_post,no,no,no,no,
,Priority,1.44E+18,ACT_1869,1440785503486238721,reply_1,@BenWilmot6 @stokecity Fuck off glad we binned u now,[PLAYER1] [USER1] Fuck off glad we binned u now,"@marktomlin1962 @BenWilmot6 @stokecity So are we 🔴⚪️🙌🏻 Cheers, he’s been immense.","[USER1] [PLAYER1] [USER2] So are we 🔴⚪🙌🏻 Cheers, he’s been immense.",,disagrees_with_the_post,disagrees_with_the_post,no,no,no,no,
,Priority,1.48E+18,ACT_2275,1479148906160209924,reply_1,You will never reach his levels you shit fat cunts @HarryMaguire93 @LukeShaw23 https://t.co/v1bxDq2FFS,You will never reach his levels you shit fat cunts [PLAYER1] [PLAYER2] [URL],@lcj27 @HarryMaguire93 @LukeShaw23 Already turned on them your finished “Luke shaw the best LB in the world “,[USER1] [PLAYER1] [PLAYER2] Already turned on them your finished “Luke shaw the best LB in the world “,,other,disagrees_with_the_post,no,no,no,no,
,Priority,1.48E+18,ACT_2837,1484275507646668803,reply_1,🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹 @DiogoJota18 you fucking boooooty,🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹 [PLAYER1] you fucking boooooty,@TrentAA with a unreal assist as well. What a goal ❤️,[PLAYER1] with a unreal assist as well. What a goal ❤️,not abusive,disagrees_with_the_post,agrees_with_the_post,no,no,no,no,
,Priority,1.48E+18,ACT_3759,1476310404691337217,reply_1,@DannyWelbeck you can suck a fat one you cunt,[PLAYER1] you can suck a fat one you cunt,@CJames9827 @DannyWelbeck Tired con?😂,[USER1] [PLAYER1] Tired con?😂,,other,disagrees_with_the_post,no,no,no,no,
,Priority,1.5E+18,ACT_3865,1501131016752320512,reply_1,Rashford @MarcusRashford Maguire @HarryMaguire93 yall should please fuck off this great club.,Rashford [PLAYER1] Maguire [PLAYER2] yall should please fuck off this great club.,@MrWalexzy @MarcusRashford @HarryMaguire93 Even generational talent rashford,[USER1] [PLAYER1] [PLAYER2] Even generational talent rashford,,disagrees_with_the_post,disagrees_with_the_post,no,no,no,no,
473,non-priority,1491139929598234624,ACT_25,1491140313867784193,reply_1,In an ideal world @KurtZouma would suffer a broken leg tonight. What a despicable cowardly man. As for #davidmoyes & @WestHam decision to play him is just as mind boggling. Does football have any morals left? #Zouma #ZoumaOut #scum,In an ideal world [PLAYER1] would suffer a broken leg tonight. What a despicable cowardly man. As for #davidmoyes & [CLUB] decision to play him is just as mind boggling. Does football have any morals left? #Zouma #ZoumaOut #scum,@mistert1966 @KurtZouma @WestHam Hear Hear!,[USER1] [PLAYER1] [CLUB] Hear Hear!,,agrees_with_the_post,agrees_with_the_post,no,no,no,no,
1132,non-priority,1451640095950479363,ACT_265,1451640563766218753,reply_1,@CalvertLewin14 Ya goin to Newcastle arnt ya pet,[PLAYER1] Ya goin to Newcastle arnt ya pet,@Richard_Lyd31 @CalvertLewin14 We get it mate you’ve never been to a game and are desperate for attention needy t**t.,[USER1] [PLAYER1] We get it mate you’ve never been to a game and are desperate for attention needy t**t.,,disagrees_with_the_post,disagrees_with_the_post,no,no,no,yes,
1202,non-priority,1492917097227513857,ACT_297,1492918165738643457,reply_1,"What's the point of Bowen and Trent hauling when they're owned by 98% of the top 100k and 100% of relevant managers in my Mini leagues? 
 

 This GW has been a nightmare. @Cristiano you donkey, please deliver vs Brighton and gtfo out of my FPL team after that.","What's the point of Bowen and Trent hauling when they're owned by 98% of the top 100k and 100% of relevant managers in my Mini leagues? This GW has been a nightmare. [PLAYER1] you donkey, please deliver vs Brighton and gtfo out of my FPL team after that.",@pukkipatrol @Cristiano I just went top of my mini league coz of him so I'm happy,[USER1] [PLAYER1] I just went top of my mini league coz of him so I'm happy,,disagrees_with_the_post,disagrees_with_the_post,yes,yes,no,no,
1265,non-priority,1452315728812650510,ACT_317,1452316679334150144,reply_1,What a fucking embarrassment ya’ll are @B_Fernandes8 @HarryMaguire93 @LukeShaw23 @vlindelof @awbissaka @Fred08oficial @mctominay10 @MarcusRashford @Cristiano @masongreenwood @ManUtd,What a fucking embarrassment ya’ll are [PLAYER1] [PLAYER2] [PLAYER3] [PLAYER4] [PLAYER5] [PLAYER6] [PLAYER7] [PLAYER8] [PLAYER9] [PLAYER10] [CLUB],"@MUFC_LAL @B_Fernandes8 @HarryMaguire93 @LukeShaw23 @vlindelof @awbissaka @Fred08oficial @mctominay10 @MarcusRashford @Cristiano @masongreenwood @ManUtd They are so quick to come out here and apologize then losing the next match, 
 They should stay away from social media and focus on the game 
 

 #MUFC","[USER1] [PLAYER1] [PLAYER2] [PLAYER3] [PLAYER4] [PLAYER5] [PLAYER6] [PLAYER7] [PLAYER8] [PLAYER9] [PLAYER10] [CLUB] They are so quick to come out here and apologize then losing the next match, They should stay away from social media and focus on the game #MUFC",,agrees_with_the_post,agrees_with_the_post,no,no,no,no,
1474,non-priority,1495393190630899713,ACT_464,1495395786435272707,reply_1,She said no @Cristiano ya rapist cunt,She said no [PLAYER1] ya rapist cunt,"@JakeeMarshallV2 @Cristiano That'll be you away, look forward to V3","[USER1] [PLAYER1] That'll be you away, look forward to V3",,disagrees_with_the_post,disagrees_with_the_post,no,no,no,no,
1513,non-priority,1463646222514798595,ACT_491,1463646792042614785,reply_1,@necowilliams01 @LFCmillicenttt_ @ChampionsLeague @LFC Dead ground,[PLAYER1] [USER1] [BODY] [CLUB] Dead ground,@mufc_MJ @necowilliams01 @LFCmillicenttt_ @ChampionsLeague @LFC 5-0 lad x,[USER1] [PLAYER1] [USER2] [BODY] [CLUB] 5-0 lad x,not abusive,other,other,no,no,no,no,
1554,non-priority,1434792720829140995,ACT_539,1434858740193402880,reply_1,"Comments left on the @GBNEWS / @MarcusRashford tweet are very largely a fetid cesspit run off of right wing bile, victim playing and a total lack of empathy.
 

 Why are so many people such utter, utter scum?","Comments left on the [USER1] / [PLAYER1] tweet are very largely a fetid cesspit run off of right wing bile, victim playing and a total lack of empathy. Why are so many people such utter, utter scum?",@ZombyWoof4 @GBNEWS @MarcusRashford Anonymity gives them license to reveal their true selves....,[USER1] [USER2] [PLAYER1] Anonymity gives them license to reveal their true selves....,,agrees_with_the_post,agrees_with_the_post,no,no,no,no,
1895,non-priority,1431670531485487106,ACT_654,1431671340340322305,reply_1,"Cheating b*stards 😡😡😡 
 

 It struck @reecejames_24 thigh then hand! How the f*ck is that a red!! 
 

 Come on Tuchel!! Let's shut these bin dippers up and annihilate them!! https://t.co/XzTOzS6TJ7",Cheating b*stards 😡😡😡 It struck [PLAYER1] thigh then hand! How the f*ck is that a red!! Come on Tuchel!! Let's shut these bin dippers up and annihilate them!! [URL],@BArmy1905 @reecejames_24 You obviously see what you want to see. It struck his thigh and then the arm but he deliberately moved his arm after the inadvertent strike in what appeared to be an effort to move the ball away. Red card penalty.,[USER1] [PLAYER1] You obviously see what you want to see. It struck his thigh and then the arm but he deliberately moved his arm after the inadvertent strike in what appeared to be an effort to move the ball away. Red card penalty.,abuse against referees not players,disagrees_with_the_post,disagrees_with_the_post,no,no,no,no,
411,non-priority,1475873170716565507,ACT_228,1475873734674329603,reply_1,Embarrassing. Fuck off. You don’t deserve to play for Tottenham @dele @mattdoherty20,Embarrassing. Fuck off. You don’t deserve to play for Tottenham [USER1] [PLAYER1],@N17_James @Dele @mattdoherty20 Ndombele may as well pack his bags. Only real creative player and he doesn't get on. Yet dele and his shit hair manage to start again.,[USER1] [USER2] [PLAYER1] Ndombele may as well pack his bags. Only real creative player and he doesn't get on. Yet dele and his shit hair manage to start again.,,agrees_with_the_post,agrees_with_the_post,no,no,no,no,
1097,non-priority,1433119074071064586,ACT_442,1433133653404626949,reply_2,How the hell did that Aston Villa shitbag @AVFC_Gabby get a job as a pundit. He is terrible plus everyone deserves there chance and I hope @Patrick_Bamford proves him wrong….. AGAIN!! #Bamford #mot #villareject,How the hell did that Aston Villa shitbag [USER1] get a job as a pundit. He is terrible plus everyone deserves there chance and I hope [PLAYER1] proves him wrong….. AGAIN!! #Bamford #mot #villareject,@Chris_Allen1988 @AVFC_Gabby @Patrick_Bamford I never understand who looks at these ex-pros and think just because they played at a high level are experts on it!!,[USER1] [USER2] [PLAYER1] I never understand who looks at these ex-pros and think just because they played at a high level are experts on it!!,,agrees_with_the_post,agrees_with_the_post,no,no,no,no,
1220,non-priority,1497971627853852672,ACT_504,1497972113327669248,reply_2,Why did @andrewrobertso5 bow his head during God Save the Queen? Disrespectful dickhead,Why did [PLAYER1] bow his head during God Save the Queen? Disrespectful dickhead,@ruggerbugger4 @andrewrobertso5 Coz he’s scottish and a massive Celtic fan u absolute fud,[USER1] [PLAYER1] Coz he’s scottish and a massive Celtic fan u absolute fud,,disagrees_with_the_post,disagrees_with_the_post,yes,yes,yes,yes,
1236,non-priority,1491022241651310594,ACT_516,1491023995046875138,reply_2,@WestHam @KurtZouma you are sick: do you do that to your kids? For fun ? What a freak you are. I hope you will be prosecuted and sent away,[CLUB] [PLAYER1] you are sick: do you do that to your kids? For fun ? What a freak you are. I hope you will be prosecuted and sent away,@cryptoboss2 @WestHam @KurtZouma @MPSWestHam are you going to prosecute this violent psycho ???? Jail time is minimum @BorisJohnson,[USER1] [CLUB] [PLAYER1] [USER2] are you going to prosecute this violent psycho ???? Jail time is minimum [USER3],,agrees_with_the_post,agrees_with_the_post,no,no,yes,yes,
4393,non-priority,1502725994750357510,ACT_1981,1502727124871958532,reply_1,"If we win this, I want @HarryMaguire93 to go to Romero and cheer in his face. The prick.","If we win this, I want [PLAYER1] to go to Romero and cheer in his face. The prick.",@wanna_be_dj @HarryMaguire93 We can do it for him! On Romero Twitter profile 😂😂,[USER1] [PLAYER1] We can do it for him! On Romero Twitter profile 😂😂,,agrees_with_the_post,agrees_with_the_post,no,no,no,no,
,non-priority,1503855934216585216,ACT_192,1503864019677073411,reply_5,You're fucking shit. I really pray you fail in whatever you do in life @ECavaniOfficial https://t.co/tlPDUXL19j,You're fucking shit. I really pray you fail in whatever you do in life [PLAYER1] [URL],@utdbrxy @ECavaniOfficial He has achieved more than martial ever will 😂,[USER1] [PLAYER1] He has achieved more than martial ever will 😂,,disagrees_with_the_post,disagrees_with_the_post,no,no,no,no,
,non-priority,1488573196370644992,ACT_5451,1488640783444029442,reply_3,"#lufc why do they call @mufc scum? Is it anything to do with Ryan Giggs being a wife beater, Ronaldo being a sex offender and now rapist @masongreenwood? Nice family club.","#lufc why do they call [USER1] scum? Is it anything to do with Ryan Giggs being a wife beater, Ronaldo being a sex offender and now rapist [PLAYER1]? Nice family club.",@SnowyTheWarrior @MUFC @masongreenwood jimmy saville is one of yours but fair enough,[USER1] [USER2] [PLAYER1] jimmy saville is one of yours but fair enough,,agrees_with_the_post,agrees_with_the_post,no,no,no,no,
,non-priority,1495036575310303234,ACT_5469,1495048141623734275,reply_3,Hey Scumbag. Mr animal abuser 😠@KurtZouma https://t.co/mEzGgY9vGG,Hey Scumbag. Mr animal abuser 😠[PLAYE1R] [URL],@NufcNation @KurtZouma Fuck you human being abuser and a racist. Fuck your parents fuck your entire generation you moron.,[USER1] [PLAYER1] Fuck you human being abuser and a racist. Fuck your parents fuck your entire generation you moron.,,agrees_with_the_post,agrees_with_the_post,no,no,yes,yes,
50,non-priority,1469669880286920705,ACT_34,1469670270029860865,reply_1,First @sterling7 is fuckin diving and moaning every time he feels some fresh air hit him and then that penalty decision. Absolute corrupt wankers @premierleague fuckin pointless as a fan now,First [PLAYER1] is fuckin diving and moaning every time he feels some fresh air hit him and then that penalty decision. Absolute corrupt wankers [BODY] fuckin pointless as a fan now,@RichMiddleton5 @sterling7 @premierleague If that was the other end we wouldn’t have been given that penalty and that’s a fact mate,[USER1] [PLAYER1] [BODY] If that was the other end we wouldn’t have been given that penalty and that’s a fact mate,,agrees_with_the_post,agrees_with_the_post,no,no,no,no,
171,non-priority,1450862796388937728,ACT_97,1450864336864518154,reply_1,@DScarlett09 Dickhead @thfc_AC22,[PLAYER1] Dickhead [USER1],@GurjinderGaurh @DScarlett09 oy,[USER1] [PLAYER1] oy,,other,other,no,no,no,no,
